Threshold,Recall,Precision,False Negatives,True Positives
0.1,0.7903225806451613,0.12342569269521411,13,49
0.2,0.7096774193548387,0.13414634146341464,18,44
0.3,0.6612903225806451,0.15129151291512916,21,41
0.4,0.5967741935483871,0.1712962962962963,25,37
0.5,0.532258064516129,0.2037037037037037,29,33
0.6,0.43548387096774194,0.2076923076923077,35,27
0.7,0.4032258064516129,0.22321428571428573,37,25
0.8,0.27419354838709675,0.2463768115942029,45,17
0.9,0.11290322580645161,0.2413793103448276,55,7
